Unnamed: 0,Model,Price,Generation,Core,Ram,SSD,Display,Graphics,CPU_Score,RAM_Score,GPU_Score,Storage_Score,Performance_Score,Hidden_Gem_Ratio
746,HP ENVY X360 15-FE0027TU LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME),88490.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.0735
747,HP ENVY X360 15-FE0028TU LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME),95990.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.0677
748,HP ENVY X360 15-FH0016AU LAPTOP (AMD RYZEN 5 7530U/ 16GB/ 512GB SSD/ WIN11 HOME),86490.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,6.8,3.2,1.2,0.1,11.3,0.1307
749,HP ENVY X360 15-FH0019AU LAPTOP (AMD RYZEN 7 7730U/ 16GB/ 512GB SSD/ WIN11 HOME),85600.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,6.8,3.2,1.2,0.1,11.3,0.132
750,ACER ASPIRE LITE AL15-51 LAPTOP (11TH GEN CORE I3/ 8GB/ 256GB SSD/ WIN11),30990.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics ,2.0,1.6,1.2,0.1,4.9,0.1581
751,HP 14-EM0027AU LAPTOP (AMD RYZEN 5 7520U/ 16GB/ 512GB SSD/ WIN11 HOME),48990.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,3.2,1.2,0.1,11.3,0.2307
752,ASUS VIVOBOOK 15 X1502ZA-EJ523WS LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11),48990.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.1
753,HP ENVY X360 15-EW0041TU LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),82990.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0783
754,DELL INSPIRON 7430 2 IN 1 LAPTOP (13TH GEN CORE I3/ 8GB/ 1TB SSD/ WIN11),58490.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.0838
755,HP 14-EM0025AU LAPTOP (AMD RYZEN  3 7320U/ 8GB/ 512GB SSD/ WIN11 HOME),36990.0,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,1.6,1.2,0.1,9.7,0.2622
756,HP PAVILION PLUS ‎14-EH1047TU LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN 11),98990.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.0657
757,ASUS VIVOBOOK 14X K3405ZFB-KM541WS LAPTOP (12TH GEN CORE I5 /16GB/512GB SSD/WIN11),67990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,3.2,1.2,0.1,6.5,0.0956
758,LENOVO THINKBOOK 15 21DJ00EXIH LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME),53990.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.0908
759,LENOVO THINKPAD E15 21E6S05B00 LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME),65750.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.0745
760,LENOVO THINKPAD E14 21JRS00U00 LAPTOP (AMD RYZEN 5 7530U/ 16GB/ 512GB SSD/ WIN11 HOME),51290.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4  RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon Graphics,6.8,3.2,1.2,0.1,11.3,0.2203
761,LENOVO IDEAPAD GAMING 3 82K2025LIN LAPTOP (AMD RYZEN 5 5600H/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),72990.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,5.2,3.2,1.2,0.1,9.7,0.1329
762,ACER ASPIRE LITE AL15-51 UN.431SI.252 LAPTOP (11TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),32390.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics ,2.0,1.6,1.2,0.1,4.9,0.1513
763,MSI STEALTH 15 A13VF-074IN GAMING LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),171990.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 2560 x 1440 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.0448
764,INFINIX ZEROBOOK 13 ZL513 LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN 11 HOME),59990.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5X RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.1084
765,HP ENVY 15-FE0032TU LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11),117000.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris X Graphics,2.0,3.2,1.2,0.1,6.5,0.0556
766,DELL INSPIRON 3535 LAPTOP (AMD RYZEN R5-7520U/ 8GB/ 512GB SSD/ WIN11),44890.0,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,6.8,1.6,1.2,0.1,9.7,0.2161
767,HP 14-GR0000TU LAPTOP (13TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),45490.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1077
768,HP 15S-EY2001AU LAPTOP (AMD RYZEN 7 5700U/ 16GB/ 512GB SSD/ WIN11 HOME),55490.0,5th Gen AMD Ryzen 7   5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Radeon,5.2,3.2,1.2,0.1,9.7,0.1748
769,HP 14-HR0001AU LAPTOP (AMD RYZEN 5 7520U/ 8GB/ 512GB SSD/ WIN11 HOME),44437.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,1.6,1.2,0.1,9.7,0.2183
770,LENOVO IDEAPAD FLEX 5I 14IAU7 82R70067IN LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),58400.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.0839
771,HP ENVY 15-FE0030TU LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11),109990.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris X Graphics,2.0,3.2,1.2,0.1,6.5,0.0591
772,‎HP ZBOOK POWER G4-A 2023 ZHAN 99 LAPTOP (AMD RYZEN 5 6600H/ 16GB/ 1TB 512GB SSD/ WIN11/ 4GB GRAPH),115558.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",16 GB DDR5 RAM,1 TB Hard Disk,4 GB ‎NVIDIA Quadro T600,512 GB SSD,6.0,3.2,153.6,0.0,162.8,1.4088
773,‎HP ZBOOK POWER G4-A ZHAN 99 2023 LAPTOP (AMD RYZEN 5 6600H/ 32GB/ 1TB SSD/ WIN11/ 4GB GRAPH),137134.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",32 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB ‎NVIDIA Quadro T600,6.0,6.4,1.2,0.1,13.7,0.0999
774,HP 14-HR0000AU LAPTOP (AMD RYZEN 5 7520U/ 16GB/ 512GB SSD/ WIN11 HOME),47990.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,3.2,1.2,0.1,11.3,0.2355
775,CHUWI COREBOOK X LAPTOP (10TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),24990.0,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1961
776,ASUS ROG ZEPHYRUS G14 2023 GA402XU-N2045WS GAMING LAPTOP (AMD RYZEN 9 7940HS/ 16GB/ 1TB SSD/ WIN11/ 6GB GRAPH),145999.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"14 inches, 2560 x 1600 pixels",6 GB NVIDIA GeForce RTX 4050,6.8,3.2,1.8,0.1,11.9,0.0815
777,ASUS TUF GAMING F15 FX506HF-HN026W GAMING LAPTOP (11TH GEN CORE I5/ 8GB/ 1TB SSD/ WIN11/ 4GB GRAPH),52990.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,1.6,1.2,0.1,4.9,0.0925
778,DELL INSPIRON 5430 2023 LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11),84899.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0766
779,LENOVO THINKBOOK 15 G5 21JFA00QIN LAPTOP (AMD RYZEN 7 7730U/ 8 GB/ 512 GB SSD/ DOS),46400.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,1.6,1.2,0.1,9.7,0.2091
780,NINKEAR A16 GAMING LAPTOP (AMD RYZEN 7 7735HS/ 32 GB RAM/ 2 TB SSD/ WIN 11),79999.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",32 GB DDR5 RAM,2 TB SSD,"16 inches, 2560 x 1600 pixels",AMD Radeon 680M,6.8,6.4,1.2,0.1,14.5,0.1813
781,LENOVO IDEAPAD GAMING 3 82K2022VIN LAPTOP (AMD RYZEN 5-5600H/ 8GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),63590.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,5.2,1.6,1.2,0.1,8.1,0.1274
782,LENOVO IDEAPAD GAMING 3 15IHU6 82K101M5IN LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),54990.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,2.0,3.2,1.2,0.1,6.5,0.1182
783,HP 14-EM0026AU LAPTOP (AMD RYZEN 5 7520U/ 8GB/ 512GB SSD/ WIN11 HOME),43400.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,1.6,1.2,0.1,9.7,0.2235
784,MSI GF75 THIN 10SCXR-007IN LAPTOP (10TH GEN CORE I7/ 8GB/ 512GB SSD/ WIN10/ 4GB GRAPH),83500.0,10th Gen Intel Core i7 10750H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"17.3 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,2.0,1.6,1.2,0.1,4.9,0.0587
785,MSI CYBORG 15 A12VF-049IN GAMING LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 HOME/ 8GB GRAPH),109990.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.07
786,DELL VOSTRO 5620 LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),46899.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1080 pixels",Intel UHD,2.0,1.6,1.2,0.1,4.9,0.1045
787,LENOVO ‎THINKPAD E14 GEN 4 21E3S06Q00 LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ DOS),47999.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel UHD,2.0,1.6,1.2,0.1,4.9,0.1021
788,ASUS TUF GAMING F15 2022 FX507ZC4-HN116W GAMING LAPTOP (12TH GEN CORE I5/ 16GB/512GB SSD/ WIN11 / 4GB GRAPH),72990.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0923
789,LENOVO IDEAPAD SLIM 3 82XQ008EIN LAPTOP (AMD RYZEN 3 7320U/ 8GB/ 512GB SSD/ WIN11 HOME),32590.0,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon 610M Graphics,6.8,1.6,1.2,0.1,9.7,0.2976
790,ACER ASPIRE 3 A315-510P LAPTOP (INTEL CORE I3 N305/ 8GB/ 256GB SSD/ WIN11 HOME),31899.0,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,3.2,1.6,1.2,0.1,6.1,0.1912
791,DELL INSPIRON 16 5635 LAPTOP (AMD RYZEN 5 7530U/ 8GB/ 512GB SSD/ WIN11),55990.0,7th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB LPDDR5  RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",AMD Radeon Graphics,6.8,1.6,1.2,0.1,9.7,0.1732
792,RAZER BLADE 14 2023 GAMING LAPTOP (AMD RYZEN 9 7940HS/ 32GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),199990.0,7th Gen Amd Ryzen 9 7940HS,"Octa Core, 16 Threads",32 GB DDR5 RAM,1 TB SSD,"14 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4060,6.8,6.4,2.4,0.1,15.7,0.0785
793,MSI THIN GF63 11UCX-1476IN GAMING LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),51490.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050 ,2.0,3.2,1.2,0.1,6.5,0.1262
794,ACER NITRO 5 AN515-58 NH.QLZSI.001 GAMING LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11/ 6GB GRAPH),89990.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,2.0,3.2,1.8,0.1,7.1,0.0789
795,ASUS VIVOBOOK 16X 2023 K3605ZF-MBN524WS LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),57990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",4 GB NVIDIA Geforce RTX 2050,2.0,1.6,1.2,0.1,4.9,0.0845
796,ACER ASPIRE 5 A514-56M 2023 GAMING LAPTOP (13TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME),53990.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.0908
797,MSI BRAVO 15 C7VFK-087IN GAMING LAPTOP (AMD RYZEN 7 7735HS/ 16GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),99990.0,7th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",8 GB Nvidia GeForce RTX 4060,6.8,3.2,2.4,0.1,12.5,0.125
798,MSI BRAVO 15 C7UDXK-092IN GAMING LAPTOP (AMD RYZEN 7 7735HS/ 16 GB RAM/ 512 GB SSD/ WIN 11/ 6 GB GRAPHICS),95000.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,6.8,3.2,2.16,0.1,12.26,0.1291
799,MSI BRAVO 15 C7UCXK-095IN GAMING LAPTOP (AMD RYZEN 5 7535HS/ 8 GB RAM/ 512 GB SSD/ WIN 11/ 4 GB GRAPHICS),53990.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,6.8,1.6,1.2,0.1,9.7,0.1797
800,MSI BRAVO 15 C7UDXK-093IN GAMING LAPTOP (AMD RYZEN 5 7535HS/ 16 GB RAM/ 512 GB SSD/ WIN 11/ 6 GB GRAPHICS),74990.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,6.8,3.2,2.16,0.1,12.26,0.1635
801,MSI BRAVO 17 C7VFK-034IN GAMING LAPTOP (AMD RYZEN 7 7735HS/ 16GB/ 1TB SSD/ WIN11 HOME/8GB GRAPH),107990.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"17.3 inches, 1920 x 1080 pixels",8 GB Nvidia GeForce RTX 4060,6.8,3.2,2.4,0.1,12.5,0.1158
802,ASUS TUF GAMING F15 2022 FX507ZC4-HN115W GAMING LAPTOP (12TH GEN CORE I5/ 8GB/512GB SSD/ WIN11 / 4GB GRAPH),70990.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,2.0,1.6,1.44,0.1,5.14,0.0724
803,MSI BRAVO 17 C7VEK-035IN GAMING LAPTOP (AMD RYZEN 7 7735HS/ 16GB/ 1TB SSD/ WIN11 HOME/ 6GB GRAPH),94990.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"17.3 inches, 1920 x 1080 pixels",6 GB Nvidia GeForce RTX 4050,6.8,3.2,1.8,0.1,11.9,0.1253
804,ASUS VIVOBOOK 15 X1502ZA-EJ541WS LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),52990.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe,2.0,3.2,1.2,0.1,6.5,0.1227
805,MSI THIN GF63 11UCX-1471IN GAMING LAPTOP (11TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),48990.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,1.6,1.2,0.1,4.9,0.1
806,MSI BRAVO 15 C7VEK-088IN GAMING LAPTOP (AMD RYZEN 7 7735HS/ 16GB/ 1TB SSD/ WIN11 HOME/ 6GB GRAPH),92990.0,7th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB Nvidia GeForce RTX 4050,6.8,3.2,1.8,0.1,11.9,0.128
807,ASUS VIVOBOOK 15 X1504ZA-NJ521WS LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11),47890.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.1023
808,MSI BRAVO 15 C7VEK-089IN GAMING LAPTOP (AMD RYZEN 5 7535HS/ 16GB/ 512GB SSD/ WIN11 HOME/ 6GB GRAPH),77990.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB Nvidia GeForce RTX 4050,6.8,3.2,1.8,0.1,11.9,0.1526
809,HP 255 G9 7M654PA LAPTOP (12TH GEN CORE I3/ 8GB/ 512 GB SSD/ WIN11),38900.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",AMD Radeon Graphics,2.0,1.6,1.2,0.1,4.9,0.126
810,HP PAVILION 15-EG3079TU LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 PRO),69990.0,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0929
811,DELL INSPIRON 5620 ICC-C783531WIN8 LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11/ 2GB GRAPH),69190.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1080 pixels",2 GB NVIDIA GeForce MX570,2.0,3.2,0.6,0.1,5.9,0.0853
812,LENOVO THINKPAD T14 2022 LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 PRO),94990.0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0684
813,MSI MODERN 14 C12M-670IN LAPTOP (12TH GEN CORE I7/ 8GB/ 512GB SSD/ WIN11 HOME) PRICE,60990.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,1.6,1.2,0.1,4.9,0.0803
814,DELL XPS 17 9730 LAPTOP (13TH GEN CORE I9/ 32GB/ 1TB SSD/ WIN11/ 8GB GRAPH),355490.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"17 inches, 3840 x 2400 pixels, Touch Screen",8 GB NVIDIA GeForce RTX 4070,2.0,6.4,3.12,0.1,11.62,0.0327
815,MSI THIN GF63 11UC-1475IN GAMING LAPTOP (11TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),51990.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050 ,2.0,1.6,1.44,0.1,5.14,0.0989
