Unnamed: 0,Model,Price,Generation,Core,Ram,SSD,Display,Graphics,OS
84,MSI Thin GF63 11UC-1490IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹52,990",11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB Hard Disk,4 GB NVIDIA GeForce RTX 3050 ,256 GB SSD,"15.6 inches, 1920 x 1080 pixels"
85,Lenovo LOQ 15APH8 82XT004HIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹79,990",7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,Windows 11 OS
86,Asus Vivobook Go 15 E510MA-EJ001W Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹19,990",intel Celeron  N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel UHD Graphics,Windows 11 OS
87,HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹89,990",13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"16.1 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS
88,Infinix INBook Y1 Plus Neo 2023 XL30 Laptop (Intel Celeron N5100/ 4GB/ 128GB SSD/ Win 11 Home),"₹18,990",11th Gen Intel Celeron N5100,"Quad Core, 4 Threads",4 GB LPDDR4X RAM,128 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,Windows 11 OS
89,Asus Vivobook 15 X1502ZA-EJ741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹59,990",12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe,Windows 11 OS
90,Lenovo Ideapad Gaming 3 82SB00NXIN Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹53,490",7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS
91,Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),"₹36,890",5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Radeon Graphics,Windows 11 OS
92,Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),"₹74,990",13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32 GB LPDDR5X RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS
93,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,990",12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 3050,Windows 11 OS
94,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹89,990",7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS
95,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹52,990",11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS
96,Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,12,500",13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS
97,HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹68,990",12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS
98,HP 255 G8 689T4PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),"₹25,580",3rd Gen AMD Ryzen 3 3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS
99,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),"₹37,990",7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS
100,MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹94,990",12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS
101,Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹52,990",12th Gen Intel Core i5 1235U ,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,Windows 11 OS
102,Dell Vostro 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹46,490",12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS
103,Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),"₹1,08,000",12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1366 x 768 pixels",Intel Iris Xe Graphics,Windows 11 OS
104,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹89,990",6th Gen AMD Ryzen 9 6900HS​,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,"13.4 inches, 1920 x 1200 pixels, Touch Screen",4 GB ‎NVIDIA GeForce RTX 3050,Windows 11 OS
105,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),"₹46,890",5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",AMD Radeon Vega 7,Windows 11 OS
106,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),"₹55,200",5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",AMD Radeon Vega 7,Windows 11 OS
107,HP Victus 16-e0352AX Gaming Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹44,990",5th Gen AMD Ryzen 5 5600H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"16.1 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS
108,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹31,990",11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated UHD Graphics,Windows 11 OS
109,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹49,990",Processor: 12th Generation Intel Core i5-1235U processor (1.3 GHz up to 4.4 GHz 12 MB L3…,Memory: 8 GB LPDDR4 Memory (On BD 8 GB),Storage: 512 GB NVMe SSD,Operating System: Windows 11 Home,Display: 15.6 inch (39.6 cm),Preinstalled Software: MS Office Home & Student 2021,Intel Iris Xe Graphics
110,iBall Excelance CompBook Laptop (AQC/ 2GB/ 32GB/Win10),"₹8,000",Intel Atom Quad Core Z3735F,Quad Core,2 GB DDR3 RAM,32 GB Hard Disk,"11.6 inches, 1366 x 768 pixels",Intel HD Graphics,Windows 10 OS
111,Samsung Galaxy Book 4 Edge Laptop (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),"₹1,62,990",Qualcomm X Elite,32 GB LPDDR5X RAM,1 TB SSD,Intel Arc Graphics,Windows 11 OS,"16 inches, 2880 x 1800 pixels, Touch Screen",1 Year Warranty
112,HP Victus 15-fa1216TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050),"₹74,490",13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",NVIDIA GeForce RTX 3050,Windows 11 OS
113,HP Victus 15-fa1128TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹65,990",13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS
114,Lenovo Legion Pro 7i 2024 Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),"₹2,97,758",14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",12 GB NVIDIA Geforce RTX 4080,Windows 11 OS
115,Asus Zenbook S13 OLED 2024 UX5304MA-NQ762WS Laptop ( Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11),"₹1,39,990",Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",32 GB LPDDR5X RAM,1 TB SSD,"13.3 inches, 2880 x 1800 pixels",Intel Integrated Intel Iris Xe Graphics,Windows 11 OS
116,Lenovo ThinkPad P14s 21HF001EIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),"₹1,09,990",13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5X RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",4 GB NVIDIA RTX A500,Windows 11 OS
117,Lenovo ThinkPad P14s 21HF001FIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics),"₹1,29,990",13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5X RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",4 GB NVIDIA RTX A500,Windows 11 OS
118,Asus Zenbook S13 OLED 2024 UX5304MA-NQ752WS Laptop ( Intel Core Ultra 7 155U/ 16GB/ 1TB SSD/ Win11),"₹1,29,990",Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB LPDDR5X RAM,1 TB SSD,"13.3 inches, 2880 x 1800 pixels",Intel Integrated Intel Iris Xe Graphics,Windows 11 OS
119,HP Envy x360 14-fc0106TU Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11),"₹1,08,999",Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Integrated Intel Graphics,Windows 11 OS
120,MSI Katana A17 AI B8VF-845IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,19,990",8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"17.3 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS
121,Apple MacBook Air 2024 MRYN3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),"₹1,54,900",Apple M3,Octa Core (4P + 4E),8 GB DDR4 RAM,512 GB SSD,"15.3 inches, 2880 x 1864 pixels",10-Core GPU,Mac OS
122,Apple MacBook Air 15 2024 MRYR3HN/A Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),"₹1,33,553",Apple M3,Octa Core (4P + 4E),8 GB DDR4 RAM,256 GB SSD,"15.3 inches, 2880 x 1864 pixels",10-Core GPU,Mac OS
123,Apple MacBook Air 2024 MRXW3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),"₹1,34,900",Apple M3,Octa Core (4P + 4E),8 GB  RAM,512 GB SSD,"13.6 inches, 2560 x 1664 pixels",Apple 10 Core GPU,Mac OS
124,Apple MacBook Air 15 2024 Laptop (Apple M3/ 16GB/ 512GB SSD/ MacOS),"₹1,74,900",Apple M3,Octa Core (4P + 4E),16 GB  RAM,512 GB SSD,"15.3 inches, 2880 x 1864 pixels",10-Core GPU,Mac OS
125,MSI Vector 16 HX A14VGG-279IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,97,990",14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4070,Windows 11 OS
126,Xiaomi Redmi Book Pro 16 2024 Laptop (Intel Core Ultra 5/ 32GB/ 1TB SSD/ Win 11),"₹69,990",Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",32 GB LPDDR5x RAM,1 TB SSD,"16 inches, 3072 x 1920 pixels",Intel  ARC Graphics,Windows 11 OS
127,Xiaomi Redmi Book Pro 14 2024 Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win 11),"₹59,990",Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5x RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels",Intel Iris Xe Graphics,Windows 11 OS
128,Lenovo Legion Y9000K 2024 Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ 16GB Graph),"₹3,49,990",14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",64 GB DDR5 RAM,2 TB SSD,"16 inches, 3200 x 2000 pixels",16 GB NVIDIA GeForce RTX 4090,Windows 11 OS
129,Samsung Galaxy Book 4 360 NP750QGK-KG3IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 1TB SSD/ Win11),"₹1,38,990",Intel Core 7 Processor Series 1 150U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Graphics,Windows 11 OS
130,Samsung Galaxy Book 4 Pro 360 NP960QGK-KG1IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),"₹1,63,990",Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,512 GB SSD,"16 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS
131,Samsung Galaxy Book 4 360 NP750QGK-KG2IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),"₹1,22,990",Intel Core 7 Processor Series 1 150U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Graphics,Windows 11 OS
132,Samsung Galaxy Book 4 360 NP750QGK-KG1IN Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Win11),"₹1,14,990",Intel Core 5 Processor Series 1 120U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Graphics,Windows 11 OS
133,Samsung Galaxy Book 4 Pro 360 NP960QGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),"₹1,79,990",Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,1 TB SSD,"16 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS
134,Acer Aspire Lite AL15-51 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹49,499",11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS
135,Samsung Galaxy Book 4 Pro 14 NP940XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),"₹1,71,990",Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5X RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS
136,Samsung Galaxy Book 4 Pro 14 NP940XGK-KS1IN Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),"₹1,31,990",Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5X RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS
137,Samsung Galaxy Book 4 Pro NP960XGK-KG1IN Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),"₹1,41,990",Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5X RAM,512 GB SSD,"16 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS
138,Samsung Galaxy Book 4 Pro NP960XGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),"₹1,49,990",Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,512 GB SSD,"16 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS
139,Samsung Galaxy Book 4 Pro NP960XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),"₹1,81,990",Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5X RAM,1 TB SSD,"16 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS
140,Lenovo IdeaPad Slim 5 83DA0049IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),"₹76,990",Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Arc Graphics,Windows 11 OS
141,Asus VivoBook 15 X1500EA-EJ111WS Laptop (Intel Pentium Gold/ 8GB/ 256GB SSD/ Win11),"₹25,990",Intel Pentium Gold 7505,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,Windows 11 OS
142,Dell G15-5530 GN5530D83M6001ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹79,990",13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,Windows 11 OS
143,HP 15-fd0221TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹60,799",13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Integrated,Windows 11 OS
144,HP Pavilion x360 14-ek0183TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹54,990",12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated UHD,Windows 11 OS
145,Infinix INBook Y4 Max Series Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),"₹43,990",13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,Windows 11 OS
146,HP Victus 15-fa1124TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹58,490",12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS
147,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),"₹36,990",13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,Windows 11 OS
148,HP 245 G9 841W7PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ DOS),"₹24,900",3rd Gen AMD Ryzen 3 3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1366 x 768 pixels",AMD Radeon Graphics,DOS OS
149,HP 15s-fr5011TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹53,799",12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS
150,Lenovo V15 G4 ‎82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹33,990",7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,Windows 11 OS
151,Lenovo Legion Pro 5 161IRX9 Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,49,990",Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4070,Windows 11 OS
152,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹35,490",5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB  DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,Windows 11 OS
153,Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),"₹33,990",11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS
154,Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS
155,Xiaomi Redmi Book 14 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹49,990",13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels",Intel ARC Graphics,Windows 11 OS
156,Xiaomi Redmi Book 16 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹52,990",13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"16 inches, 2560 x 1600 pixels",Intel Iris Xe Graphics,Windows 11 OS
157,Samsung Galaxy Book 4 360 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,29,900",13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris Xe Graphics,Windows 11 OS
158,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),"₹3,20,690",Apple M3 Max,14 Cores (10P + 4E),36 GB  RAM,1 TB SSD,"16.2 inches, 3456 x 2234 pixels",30 Core GPU,Mac OS
159,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),"₹1,86,899",Apple M3 Pro,11 Cores (5P + 6E),18 GB  RAM,512 GB SSD,"14.2 inches, 3024 x 1964 pixels",14 Core GPU,Mac OS
160,Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹98,790",7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS
161,Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),"₹24,790",AMD Athlon Silver 7120U,"Dual Core, 2 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon 610M,Windows 11 OS
162,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),"₹1,54,990",Apple M3,Octa Core (4P + 4E),8 GB  RAM,512 GB SSD,"14.2 inches, 3024 x 1964 pixels",10 Core GPU,Mac OS
